onetsoccode,Image_Generation_AIOE,Language_Modeling_AIOE
17-2072.01,0.7553201534001776,0.6282399849611223
17-2081.00,1.6005323120840411,1.1694320643423755
17-2111.00,1.2703766789337052,0.667391180848061
17-2111.00,1.2703766789337052,0.9239842098658836
17-2111.02,1.753840985989022,0.667391180848061
17-2111.02,1.753840985989022,0.9239842098658836
17-2112.00,1.184328247577807,0.7046951600371504
17-2112.00,1.184328247577807,1.1824048751579075
17-2112.00,1.184328247577807,0.882823501106159
17-2112.00,1.184328247577807,0.2195648972679391
17-2112.01,1.5578172749096877,0.7046951600371504
17-2112.01,1.5578172749096877,1.1824048751579075
17-2112.01,1.5578172749096877,0.882823501106159
17-2112.01,1.5578172749096877,0.2195648972679391
17-2112.02,1.1184271450574186,0.7046951600371504
17-2112.02,1.1184271450574186,1.1824048751579075
17-2112.02,1.1184271450574186,0.882823501106159
17-2112.02,1.1184271450574186,0.2195648972679391
17-2112.03,0.954679206051737,0.7046951600371504
17-2112.03,0.954679206051737,1.1824048751579075
